Player;PlayerType;PlayerName;JudgeAge;JudgeGender;JudgeLevel;JudgeExp;JudgeEdu;JudgeJob;Guess;Humanness;Machinness;GuessReason
10;Bot;OvGUBot;20;Male;Rookie;10;Undergraduate;Student;Human;100;0;It is definetely an human bot as it made certain mistakes while playing such as misinterpreting enemy's location and shooting on the wall and getting shot by the enemy at the same instant. 
10;Bot;OvGUBot;34;Male;FrequentGamer;7;Graduate;Executive;Machine;10;90;because of the fast moments my decision is Machine
10;Bot;OvGUBot;18;Male;FrequentGamer;10;High School;None;Human;95;5;. The wy the character moves, and the reflexes seems that cames from Human
10;Bot;OvGUBot;19;Male;Gamer;10;High School;Student;Machine;20;80;Movement seemed fluid like controlled by machine and some movement seemed unnecessary.
10;Bot;OvGUBot;21;Female;HardcoreGamer;11;High School;Student;Machine;0;100;Random and unnecessary shooting/jumping/movement. Character seems not to interact with other players unless they shoot him first.
10;Bot;OvGUBot;26;Male;Gamer;15;Graduate;None;Human;100;0;His behaviour was humanlike, insecure.
10;Bot;OvGUBot;46;Male;Gamer;16;Graduate;Teacher;Human;100;0;An experienced player can play like that and it is a online game
11;Human;Joan1;24;Female;Rookie;7;Postgraduate;Associate;Human;100;0;human had bullet aim is missing
11;Human;Joan1;30;Male;Rookie;10;Graduate;Brewer;Human;75;25;The player is moves towards the others players but then retreats. the player only shoots when it needs to instead of randomly shooting as it is running.
11;Human;Joan1;33;Male;Rookie;7;Graduate;Manager;Human;100;0;machine
11;Human;Joan1;21;Male;Rookie;5;High School;Student;Machine;20;80;"My primary aspect was the subtitle below the screen where it was showing that ""Press fire to view the different player"""
11;Human;Joan1;24;Male;Gamer;4;Graduate;Transcriber;Machine;0;100;"My primary aspect was the subtitle below the screen where it was showing that ""Press fire to view the different player"""
11;Human;Joan1;24;Male;Gamer;11;Postgraduate;Researcher;Machine;0;100;. The virtual character seem to be acting too fast that it focuses the enemies without any hesitation.
11;Human;Joan1;24;Female;Rookie;7;Postgraduate;Associate;Human;100;0;HUMAN is being controll a character how i said becuase so many injuries happened to that character oftenly
11;Human;Joan1;24;Male;Gamer;6;Graduate;Student;Human;80;20;good interface
11;Human;Joan1;18;Male;FrequentGamer;12;Graduate;Production Worker;Human;100;0;. The player uses different tactics each time and utilizes them well
11;Human;Joan1;28;Male;HardcoreGamer;5;Graduate;None;Human;100;0;its not moving in a machine controled way
11;Human;Joan1;25;Male;FrequentGamer;15;Graduate;Engineer;Machine;0;100;The speed of execution is too fast for a human.
11;Human;Joan1;21;Male;Rookie;5;Graduate;None;Machine;0;100;.because the virtual caracters are too speed i think a human can't take this speed
11;Human;Joan1;47;Female;Gamer;3;High School;Homemaker;Human;100;0;When I observed the character backing up. In my opinion, an AI would not back up to play a game
11;Human;Joan1;25;Male;FrequentGamer;10;Graduate;Sales Executive;Human;82;18;"Mostly my primary aspect is the shooting accuracy. The only thing I saw; like in the first 12 seconds, that actually got an enemy down was the missile or grenade launcher….and it was not even direct hit at the enemy but just nearby which is typical of humans, they are not always accurate. Accuracy you talking of the timeframe for holding the button to define distance, and direction too, this is rarely perfect unless the computer finishes the job for you. On the other shootings, this was some scared player; I imagine, who could make some random shootings just in case the enemy pops up or jumps to that direction, which is very much normal for fast paced games. And the shooting wasn’t perfect, could miss which is normal for a human. And actually the enemy had to be short at 2-3 times to go down which may mean the player could not accurately hit the most venerable parts of the enemy."
11;Human;Joan1;21;Male;HardcoreGamer;12;Graduate;Student;Human;100;0;The human is moving in a random path if it is controlled by artificial intelligence it will walk in a straight path.and the character is shooting randomly.
11;Human;Joan1;29;Male;Gamer;9;High School;Shopper;Human;100;0;the character moves slowly around, stop itself and it waits before attack, like to think where to go
11;Human;Joan1;28;Male;FrequentGamer;16;Postgraduate;Developer;Human;60;40;SPEED O0F MOVEMENT IS HIGH.....LITTLE BIT SLOWER
11;Human;Joan1;27;Male;Gamer;15;Graduate;Software engineer;Machine;10;90;Response time.
11;Human;Joan1;21;Male;HardcoreGamer;12;Graduate;Student;Human;100;0;Its is human as the character is moving without ant particular direction.If its is played by artificial intelligence it would no how to deal and the shooting is also random.
11;Human;Joan1;24;Female;HardcoreGamer;10;Graduate;None;Human;100;0;it is controlled by human, because it defeats all enemies in the corner's correctly without loosing its energy
11;Human;Joan1;35;Male;Rookie;1;Graduate;Analyst;human;100;0;the action and responses to the opponents
11;Human;Joan1;24;Male;Gamer;10;Graduate;Selfemployed;Human;86;14;saw random movements that are not shown by a machine
11;Human;Joan1;30;Female;HardcoreGamer;3;Graduate;None;Machine;0;100;because,this video seems that it controlled by an artificial person who is an experianced in this field.he controll every movement of this game.it gave me it must be a machine.
12;Human;Joan2;30;Male;Rookie;10;Graduate;Brewer;Human;80;20;the player moves around in way that is less predictable. it jumps over ledges and things that a computer might not do.
12;Human;Joan2;18;Male;Gamer;13;High School;Student;Human;100;0;human
12;Human;Joan2;22;Male;Gamer;5;Postgraduate;Student;Human;100;0;because of its moving
12;Human;Joan2;30;Male;Rookie;10;Graduate;None;Human;80;20;the player oicks up items and changes weapons. the player reacts to other players in a way that is not predictable
12;Human;Joan2;26;Male;Gamer;6;Graduate;Shift Supervisor;Machine;20;80;Erratic movements and behavior
12;Human;Joan2;30;Male;Rookie;10;Graduate;Brewer;Human;75;25;it looks human because it has the ability to hide and then come out and shoot. the player also looks like it takes risks which indicates that it is human
12;Human;Joan2;19;Male;FrequentGamer;15;High School;Student;Machine;0;100;It was moving around unlike a human would in that gaming situation.
12;Human;Joan2;27;Male;Rookie;19;High School;None;Human;90;10;it moving fast like a video game , someone controlling it
12;Human;Joan2;25;Male;Rookie;1;Postgraduate;Store Manager;Human;100;0;it moving fast like a video game , someone controlling it
12;Human;Joan2;26;Male;FrequentGamer;8;High School;None;Human;100;0;Skill
12;Human;Joan2;26;Male;Gamer;7;Postgraduate;Lecturer;Human;100;0; 
12;Human;Joan2;22;Male;Gamer;3;Graduate;Supervisor;Human;100;0;machine
12;Human;Joan2;47;Female;Gamer;3;High School;Homemaker;Machine;0;100;High accuracy in shooting and maneuvering around obstacles.
12;Human;Joan2;29;Female;Gamer;4;Graduate;IT Helpdesk;Machine;0;100;it was able to view all angles of the game in an instant not missing any action
12;Human;Joan2;31;Female;Rookie;3;Secondary;Student;Human;80;20;Jerky movements, not consistent with character behavior
12;Human;Joan2;33;Female;Rookie;20;High School;Concierge;Human;100;0;Because they kept dying and having to reset.
12;Human;Joan2;18;Male;FrequentGamer;11;High School;Cashier;Machine;40;60; 
12;Human;Joan2;30;Male;FrequentGamer;20;High School;Patient Access Rep;Machine;0;100;The camera movement felt too stiff to be an actual player moving their mouse.
12;Human;Joan2;21;Male;Gamer;4;Graduate;Student;Human;100;0;A machine can't play the game without any stuck, because itz such a machine, it need instructions, here the game played smoothly and continuesily ..hense it'll be a human.
12;Human;Joan2;32;Male;Gamer;20;Graduate;Business;Human;100;0;The movements 
